HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Restaurant,Input.Address,Input.Question,Answer.MultiLineTextInput,Answer.Q1AnswerPart1,Answer.box1,Approve,Reject
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3CFJTT4SXTQY4RTS0VZKGZ7UY13I7O,A3F7TD3W9043EO,Submitted,Wed Jul 15 16:41:01 PDT 2015,Wed Jul 15 16:41:09 PDT 2015,Fri Jul 17 16:41:09 PDT 2015,,,,8,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3EF8EXOTT1VGOGYWTX3BRQVH8UR1JL,A1T6KGWNEUR9XD,Submitted,Wed Jul 15 16:33:22 PDT 2015,Wed Jul 15 16:33:53 PDT 2015,Fri Jul 17 16:33:53 PDT 2015,,,,31,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-80,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3EQHHY4HQSS5LW9EMEKKX3GISIIG5H,AQXSUU4I4DAH8,Submitted,Wed Jul 15 16:54:43 PDT 2015,Wed Jul 15 16:55:08 PDT 2015,Fri Jul 17 16:55:08 PDT 2015,,,,25,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},60,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3HRMW88U16Q6IZJZ0BC3TD4O7WFM06,A2BZJAUH0XPO54,Submitted,Wed Jul 15 16:31:33 PDT 2015,Wed Jul 15 16:32:01 PDT 2015,Fri Jul 17 16:32:01 PDT 2015,,,,28,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3LEIZ60CDJZOD06VFWLQUQ1QP4VZ9G,A2Q0G312LESWK7,Submitted,Wed Jul 15 16:57:59 PDT 2015,Wed Jul 15 16:58:32 PDT 2015,Fri Jul 17 16:58:32 PDT 2015,,,,33,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3LKC68YZ3A3NQS5W6YK1SC2X31DOWT,A8SP23ECDU4F0,Submitted,Wed Jul 15 16:58:29 PDT 2015,Wed Jul 15 16:58:51 PDT 2015,Fri Jul 17 16:58:51 PDT 2015,,,,22,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3LWJHTCVCCMO0IWHVM25DTBXNZ8FQX,A1MRK1A6YIBUNN,Submitted,Wed Jul 15 17:15:14 PDT 2015,Wed Jul 15 17:15:46 PDT 2015,Fri Jul 17 17:15:46 PDT 2015,,,,32,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3NL0RFNU0FNSRZ1XY0MPQ32XZ354K4,AAAG7IZP1V712,Submitted,Wed Jul 15 16:59:00 PDT 2015,Wed Jul 15 17:00:00 PDT 2015,Fri Jul 17 17:00:00 PDT 2015,,,,60,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-80,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3NVC2EB65QZ2T87A21IXP6P2JIK3YF,A2XEAXWY9B2PZ,Submitted,Wed Jul 15 17:08:52 PDT 2015,Wed Jul 15 17:09:12 PDT 2015,Fri Jul 17 17:09:12 PDT 2015,,,,20,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3OWEPKL089CQIS4JXBCCL73BK0UN76,A1F991VPHVNIVC,Submitted,Wed Jul 15 16:21:29 PDT 2015,Wed Jul 15 16:21:54 PDT 2015,Fri Jul 17 16:21:54 PDT 2015,,,,25,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3PJ71Z61R42RI4LN7LCY2WHECPL19W,A3Q3B9T8H3I3AD,Submitted,Wed Jul 15 17:08:35 PDT 2015,Wed Jul 15 17:08:39 PDT 2015,Fri Jul 17 17:08:39 PDT 2015,,,,4,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-80,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3QILPRALQ5VUI6927G4IZ7Z6VK2N8V,AEWGY34WUIA32,Submitted,Wed Jul 15 16:33:40 PDT 2015,Wed Jul 15 16:34:05 PDT 2015,Fri Jul 17 16:34:05 PDT 2015,,,,25,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3R9WASFE2ZGXEAX8IILI4MN1S2SFZQ,A88LHLWDGRJV5,Submitted,Wed Jul 15 17:08:56 PDT 2015,Wed Jul 15 17:09:15 PDT 2015,Fri Jul 17 17:09:15 PDT 2015,,,,19,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3SNLUL3WO4N2S3DUY6P8I7D6NGYLUB,AOPOLVUSCIRDN,Submitted,Wed Jul 15 17:02:52 PDT 2015,Wed Jul 15 17:04:11 PDT 2015,Fri Jul 17 17:04:11 PDT 2015,,,,79,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3TK8OJTYM1LSW3HSVOSKVAO96X8VP8,A2Z9HR2IBD75R9,Submitted,Wed Jul 15 17:00:04 PDT 2015,Wed Jul 15 17:00:41 PDT 2015,Fri Jul 17 17:00:41 PDT 2015,,,,37,100% (100/100),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},80,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3TUI152ZZBNXA329ONNKOR73MPLQ13,A1A68JLEYPWMUY,Submitted,Wed Jul 15 16:47:30 PDT 2015,Wed Jul 15 16:47:55 PDT 2015,Fri Jul 17 16:47:55 PDT 2015,,,,25,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,Seems to be a sit down restaurant.,-80,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3UNH76FOCS53FUFK8JNCL5Y8J90YMP,AY1NK9XSCHOLP,Submitted,Wed Jul 15 17:08:32 PDT 2015,Wed Jul 15 17:09:08 PDT 2015,Fri Jul 17 17:09:08 PDT 2015,,,,36,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},0,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3WLEIWSYHOHRMVL2O104KWP7N87H2J,AXPRCC7MG94OA,Submitted,Wed Jul 15 17:20:46 PDT 2015,Wed Jul 15 17:22:15 PDT 2015,Fri Jul 17 17:22:15 PDT 2015,,,,89,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3WZ36BJEV3GBFHCT7OA4Z8VZS8EBTO,ASVEZ50XV0ZZR,Submitted,Wed Jul 15 17:13:02 PDT 2015,Wed Jul 15 17:13:44 PDT 2015,Fri Jul 17 17:13:44 PDT 2015,,,,42,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-100,first_checkbox,,
3O4VWC1GEW6ABZEHQZCSQZET9JG3JS,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,3Z7ISHFUH0VOZVNLA4FCUU6F5YEZ8S,A3F2GS1KMWW6CP,Submitted,Wed Jul 15 17:04:03 PDT 2015,Wed Jul 15 17:04:27 PDT 2015,Fri Jul 17 17:04:27 PDT 2015,,,,24,0% (0/0),0% (0/0),0% (0/0),Comal,"2020 Shattuck Ave, Berkeley, CA 94704",Does this restaurant have a drive-through?,{},-80,first_checkbox,,
30EV7DWJTVVZ37WYV1BT7P51WEQY6M,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,33JKGHPFYCU93VB61HE14P01FPWMNN,A4JQPQM2T881E,Submitted,Wed Jul 15 17:14:23 PDT 2015,Wed Jul 15 17:14:30 PDT 2015,Fri Jul 17 17:14:30 PDT 2015,,,,7,0% (0/0),0% (0/0),0% (0/0),Great China,"2190 Bancroft Way, Berkeley, CA 94704",Does this restaurant serve breakfast?,{},100,first_checkbox,,
30EV7DWJTVVZ37WYV1BT7P51WEQY6M,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,340UGXU9DY15O8POCARE5GB8EEXVU1,A3F7TD3W9043EO,Submitted,Wed Jul 15 16:42:38 PDT 2015,Wed Jul 15 16:43:22 PDT 2015,Fri Jul 17 16:43:22 PDT 2015,,,,44,0% (0/0),0% (0/0),0% (0/0),Great China,"2190 Bancroft Way, Berkeley, CA 94704",Does this restaurant serve breakfast?,{},-100,first_checkbox,,
30EV7DWJTVVZ37WYV1BT7P51WEQY6M,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,34T446B1C0ET9D78NMIPQHZCDIDC0G,A1L3XF3X28IC0R,Submitted,Wed Jul 15 16:40:21 PDT 2015,Wed Jul 15 16:40:37 PDT 2015,Fri Jul 17 16:40:37 PDT 2015,,,,16,0% (0/0),0% (0/0),0% (0/0),Great China,"2190 Bancroft Way, Berkeley, CA 94704",Does this restaurant serve breakfast?,{},-100,first_checkbox,,
30EV7DWJTVVZ37WYV1BT7P51WEQY6M,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,34T446B1C0ET9D78NMIPQHZCDIFC0I,A2Z9HR2IBD75R9,Submitted,Wed Jul 15 16:50:49 PDT 2015,Wed Jul 15 16:57:49 PDT 2015,Fri Jul 17 16:57:49 PDT 2015,,,,420,100% (100/100),0% (0/0),0% (0/0),Great China,"2190 Bancroft Way, Berkeley, CA 94704",Does this restaurant serve breakfast?,{},80,first_checkbox,,
30EV7DWJTVVZ37WYV1BT7P51WEQY6M,3AYVNGH59I0HE8JWZGOOXB8LYSGDY8,Answer questions about restaurants,"Answer questions about restaurants' menus, atmospheres, and other information by searching the Internet.","restaurant, menu",$0.05,Wed Jul 15 16:04:22 PDT 2015,30,BatchId:2019634;,600,172800,Sun Jul 19 16:04:22 PDT 2015,,,35USIKEBNRG7ESQEE17KFT3FPPJN6G,A26AK8IVDJQ94M,Submitted,Wed Jul 15 17:27:53 PDT 2015,Wed Jul 15 17:28:01 PDT 2015,Fri Jul 17 17:28:01 PDT 2015,,,,8,0% (0/0),0% (0/0),0% (0/0),Great China,"2190 Bancroft Way, Berkeley, CA 94704",Does this restaurant serve breakfast?,{},-100,first_checkbox,,
